Area,BHK,Bathroom,Furnishing,Parking,Price,Status,Transaction,Type,Per_Sqft,Locality
850,2,1,Semi-Furnished,1,1900000,Ready_to_move,New_Property,Apartment,2235,"Siddhartha Heights, Dwarka Sector 24"
2400,4,4,Semi-Furnished,1,70000000,Ready_to_move,New_Property,Apartment,2235,"Find Homes, Greater Kailash 2"
1350,3,2,Unfurnished,1,5130000,Ready_to_move,New_Property,Apartment,3800,"MTNL Employees House Welfare Society, Dwarka Sector 24"
540,2,2,Semi-Furnished,1,3000000,Ready_to_move,New_Property,Apartment,5000,"Adarsh Homes, Dwarka Mor"
1387,4,4,Unfurnished,1,5890000,Ready_to_move,New_Property,Apartment,4247,"Delhi Homes Yojana, Dwarka Sector 24"
540,2,2,Semi-Furnished,1,3300000,Ready_to_move,New_Property,Apartment,6111,"Kushwaha Homes, Uttam Nagar"
976,2,2,Furnished,1,24900000,Ready_to_move,New_Property,Apartment,25512,"Godrej South Estate, Okhla"
1050,3,2,Unfurnished,1,3700000,Ready_to_move,New_Property,Apartment,3524,"The Elite Spire, Dwarka Sector 21"
2700,4,3,Semi-Furnished,1,60000000,Ready_to_move,New_Property,Builder_Floor,22222,"APL Builder Floor, Greater Kailash 1"
1500,3,2,Unfurnished,1,17400000,Ready_to_move,Resale,Apartment,22222,"Kunj Vihar Apartment, Dwarka Sector 12"
2900,5,5,Furnished,1,51000000,Almost_ready,New_Property,Builder_Floor,22222,Janakpuri Block A3
5025,5,6,Unfurnished,4,170000000,Almost_ready,New_Property,Builder_Floor,22222,Greater Kailash 2
1000,3,2,Semi-Furnished,1,5510000,Almost_ready,New_Property,Builder_Floor,22222,"Partap Homes, Bhagwati Vihar, Uttam Nagar"
1135,3,3,Furnished,2,25000000,Almost_ready,Resale,Apartment,22222,"The Amaryllis, Karol Bagh"
2306,3,3,Unfurnished,1,57000000,Almost_ready,New_Property,Apartment,24718,"The Leela Sky Villas, Patel Nagar"
850,2,2,Semi-Furnished,1,2940000,Almost_ready,New_Property,Apartment,24718,"Diamond Heights Multi Estate, Najafgarh"
1200,3,3,Semi-Furnished,1,15500000,Ready_to_move,Resale,Apartment,24718,"Ashirwad Apartments, Dwarka Sector 12"
1700,3,2,Semi-Furnished,1,17200000,Ready_to_move,Resale,Apartment,24718,"Sunny Valley Apartments, Dwarka"
1800,4,3,Semi-Furnished,2,55000000,Ready_to_move,Resale,Builder_Floor,30556,"Vasant Vihar Builder Floor, Vasant Vihar"
1100,2,2,Semi-Furnished,1,15000000,Ready_to_move,Resale,Apartment,30556,Vasant Kunj
22050,4,4,Semi-Furnished,2,51000000,Almost_ready,New_Property,Builder_Floor,30556,Greater Kailash 1
1550,4,3,Semi-Furnished,1,13000000,Ready_to_move,New_Property,Builder_Floor,30556,Rohini Sector 24
1600,3,3,Semi-Furnished,1,30000000,Ready_to_move,New_Property,Builder_Floor,18750,Greater Kailash 1
700,2,2,Semi-Furnished,1,2400000,Ready_to_move,New_Property,Builder_Floor,18750,"Khanpur, Madangir"
45,4,3,Unfurnished,1,5500000,Ready_to_move,New_Property,Builder_Floor,18750,"Batla House, Okhla"
3510,4,4,Semi-Furnished,2,45000000,Ready_to_move,Resale,Builder_Floor,,"Friends Colony West, New Friends Colony"
4500,4,4,Semi-Furnished,2,60000000,Ready_to_move,New_Property,Builder_Floor,120000,New Friends Colony
1800,4,4,Semi-Furnished,2,65000000,Ready_to_move,New_Property,Builder_Floor,120000,New Friends Colony
6000,5,5,Semi-Furnished,9,220000000,Ready_to_move,New_Property,Builder_Floor,120000,"Maharani Bagh, New Friends Colony"
4300,4,4,Unfurnished,2,60000000,Ready_to_move,Resale,Builder_Floor,120000,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served"
1700,3,3,Semi-Furnished,2,38500000,Ready_to_move,New_Property,Builder_Floor,120000,"Friends Colony East, New Friends Colony"
2500,3,3,Semi-Furnished,2,50000000,Ready_to_move,Resale,Apartment,120000,"Maharani Bagh, New Friends Colony"
4500,4,4,Semi-Furnished,2,75000000,Ready_to_move,New_Property,Builder_Floor,120000,New Friends Colony
2450,4,4,Furnished,2,70000000,Ready_to_move,New_Property,Builder_Floor,120000,"Friends Colony West, New Friends Colony"
10350,4,7,Semi-Furnished,3,160000000,Ready_to_move,New_Property,Apartment,15459,"Maharani Bagh, New Friends Colony"
4800,3,4,Semi-Furnished,1,85000000,Ready_to_move,Resale,Builder_Floor,15459,"Maharani Bagh, New Friends Colony"
1600,3,3,Semi-Furnished,2,40000000,Ready_to_move,Resale,Apartment,15459,New Friends Colony
3500,4,4,Unfurnished,2,90000000,Ready_to_move,Resale,Builder_Floor,15459,New Friends Colony
2100,4,5,Semi-Furnished,2,56000000,Ready_to_move,New_Property,Builder_Floor,15459,New Friends Colony
4200,5,5,Semi-Furnished,2,135500000,Ready_to_move,New_Property,Builder_Floor,15459,"Friends Colony East, New Friends Colony"
1500,3,3,Semi-Furnished,2,60000000,Ready_to_move,New_Property,Builder_Floor,15459,New Friends Colony
8150,4,5,Unfurnished,4,170000000,Ready_to_move,New_Property,Builder_Floor,15459,"Maharani Bagh, New Friends Colony"
2200,4,4,Semi-Furnished,2,50000000,Ready_to_move,Resale,Builder_Floor,15459,"Kalindi Colony, Maharani Bagh, New Friends Colony"
3500,4,5,Semi-Furnished,2,58000000,Ready_to_move,New_Property,Builder_Floor,15459,New Friends Colony
2070,3,3,Semi-Furnished,2,37500000,Ready_to_move,New_Property,Builder_Floor,15459,"Friends Colony East, New Friends Colony"
3500,3,3,Unfurnished,1,45000000,Ready_to_move,Resale,Builder_Floor,15459,"Maharani Bagh, New Friends Colony"
2000,4,4,Semi-Furnished,3,70000000,Ready_to_move,New_Property,Builder_Floor,15459,New Friends Colony
2800,6,4,Semi-Furnished,2,29500000,Ready_to_move,Resale,Apartment,15459,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served"
2550,4,4,Unfurnished,1,60000000,Ready_to_move,Resale,Builder_Floor,23529,New Friends Colony
4500,4,4,Semi-Furnished,2,70000000,Ready_to_move,Resale,Builder_Floor,23529,New Friends Colony
1400,3,3,Semi-Furnished,2,50000000,Ready_to_move,New_Property,Builder_Floor,23529,New Friends Colony
2800,4,5,Semi-Furnished,2,75000000,Ready_to_move,New_Property,Builder_Floor,23529,New Friends Colony
2700,4,4,Semi-Furnished,2,52500000,Ready_to_move,New_Property,Builder_Floor,23529,"New Friends Colony Floors, New Friends Colony"
4500,4,4,Semi-Furnished,2,55000000,Ready_to_move,Resale,Builder_Floor,23529,New Friends Colony
7200,4,4,Semi-Furnished,2,120000000,Ready_to_move,Resale,Builder_Floor,16667,"Maharani Bagh, New Friends Colony"
2799,4,4,Semi-Furnished,,65000000,Ready_to_move,New_Property,Builder_Floor,,"Kailash Colony, Greater Kailash"
2650,4,4,Unfurnished,2,75000000,Ready_to_move,New_Property,Builder_Floor,,"Kailash Colony, Greater Kailash"
2200,4,4,Semi-Furnished,2,47500000,Ready_to_move,New_Property,Builder_Floor,,"Kailash Colony, Greater Kailash"
3500,5,5,Semi-Furnished,1,70000000,Ready_to_move,New_Property,Builder_Floor,20000,"Kailash Colony, Greater Kailash"
2200,4,4,Semi-Furnished,2,47500000,Ready_to_move,New_Property,Builder_Floor,20000,"Kailash Colony, Greater Kailash"
2200,4,4,Semi-Furnished,1,40000000,Ready_to_move,New_Property,Builder_Floor,20000,"Kailash Colony, Greater Kailash"
3500,4,4,Semi-Furnished,3,85000000,Ready_to_move,New_Property,Builder_Floor,20000,"Kailash Colony, Greater Kailash"
1440,3,3,Semi-Furnished,3,26000000,Ready_to_move,New_Property,Builder_Floor,20000,"Kailash Colony, Greater Kailash"
3150,4,4,Semi-Furnished,3,35000000,Ready_to_move,Resale,Builder_Floor,11111,"Kailash Colony, Greater Kailash"
900,2,2,Semi-Furnished,3,20000000,Ready_to_move,Resale,Builder_Floor,11111,"Kailash Colony, Greater Kailash"
3690,4,5,Semi-Furnished,3,79000000,Almost_ready,New_Property,Builder_Floor,21409,"Kailash Colony, Greater Kailash"
1200,3,2,Semi-Furnished,3,17000000,Ready_to_move,Resale,Builder_Floor,21409,"Kailash Colony, Greater Kailash"
4500,4,4,Semi-Furnished,2,47500000,Ready_to_move,Resale,Builder_Floor,95000,"Kailash Colony, Greater Kailash"
2799,4,4,Semi-Furnished,2,43000000,Ready_to_move,New_Property,Builder_Floor,15363,"Kailash Colony, Greater Kailash"
1350,3,3,Unfurnished,1,26000000,Ready_to_move,New_Property,Builder_Floor,19259,"Kailash Colony, Greater Kailash"
1200,3,3,Unfurnished,1,25000000,Ready_to_move,New_Property,Builder_Floor,20833,"Kailash Colony, Greater Kailash"
2177,4,5,Semi-Furnished,2,51000000,Ready_to_move,New_Property,Builder_Floor,20833,"Kailash Colony, Greater Kailash"
1500,3,3,Semi-Furnished,2,40000000,Ready_to_move,New_Property,Builder_Floor,20833,"Kailash Colony, Greater Kailash"
1600,3,3,Unfurnished,1,22500000,Ready_to_move,Resale,Builder_Floor,20833,"Kailash Colony, Greater Kailash"
4500,4,4,Semi-Furnished,1,70000000,Ready_to_move,New_Property,Builder_Floor,20833,"Kailash Colony, Greater Kailash"
2150,4,4,Unfurnished,2,45000000,Ready_to_move,New_Property,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
2107,4,4,Semi-Furnished,2,51100000,Ready_to_move,New_Property,Apartment,20930,"Kailash Colony, Greater Kailash"
1150,3,3,Semi-Furnished,1,25500000,Ready_to_move,New_Property,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
1240,3,3,Unfurnished,2,26500000,Ready_to_move,New_Property,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
1000,2,2,Unfurnished,1,15000000,Ready_to_move,Resale,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
4500,4,4,Semi-Furnished,2,55000000,Ready_to_move,Resale,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
1150,3,3,Semi-Furnished,2,26000000,Ready_to_move,New_Property,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
2000,4,4,Semi-Furnished,2,38000000,Ready_to_move,Resale,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
4500,4,5,Semi-Furnished,2,72500000,Ready_to_move,Resale,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
3000,4,5,Semi-Furnished,4,65000000,Ready_to_move,New_Property,Builder_Floor,20930,"Kailash Colony, Greater Kailash"
700,2,2,Unfurnished,,4600000,Ready_to_move,New_Property,Builder_Floor,,"Ram Nagar, Shahdara"
750,2,2,Semi-Furnished,,9200000,Ready_to_move,Resale,Builder_Floor,,"Jyoti Nagar West, Shahdara"
1350,4,3,Unfurnished,2,9500000,Ready_to_move,Resale,Apartment,,"Hans Apartments, Vishwas Nagar, Shahdara"
900,2,2,Semi-Furnished,1,4500000,Ready_to_move,Resale,Builder_Floor,,"Naveen Shahdara, Shahdara"
970,3,2,Semi-Furnished,1,6500000,Ready_to_move,Resale,Builder_Floor,,"Balbir Nagar, Shahdara"
1000,3,2,Furnished,1,5650000,Ready_to_move,Resale,Builder_Floor,,"Rohitash Nagar East, Shahdara"
1425,3,3,Semi-Furnished,1,9300000,Ready_to_move,Resale,Builder_Floor,6526,"Naveen Shahdara, Shahdara"
440,2,2,Unfurnished,1,2700000,Ready_to_move,Resale,Apartment,6526,Shahdara
1017,2,2,Furnished,1,6500000,Ready_to_move,New_Property,Builder_Floor,6526,"Vishwas Nagar, Shahdara"
650,2,2,Semi-Furnished,1,5800000,Ready_to_move,Resale,Apartment,6526,"DDA RPS Flats, Mansarowar Park, Shahdara"
950,3,2,Semi-Furnished,1,5500000,Ready_to_move,Resale,Apartment,6526,Shahdara
810,3,2,Semi-Furnished,1,6000000,Ready_to_move,Resale,Builder_Floor,6526,"Yamuna Vihar, Shahdara"
750,2,2,Unfurnished,1,4500000,Ready_to_move,Resale,Builder_Floor,6526,"Balbir Nagar, Shahdara"
990,2,2,Semi-Furnished,2,4100000,Ready_to_move,Resale,Builder_Floor,6526,Shahdara
800,3,2,Semi-Furnished,2,3800000,Ready_to_move,Resale,Builder_Floor,6526,"Ram Nagar, Shahdara"
675,2,1,Unfurnished,1,3300000,Ready_to_move,Resale,Apartment,6526,Shahdara
558,2,1,Unfurnished,1,2900000,Ready_to_move,New_Property,Builder_Floor,6526,"Rohtash Nagar, Shahdara"
445,2,1,Unfurnished,1,2000000,Ready_to_move,Resale,Builder_Floor,6526,"Ram Nagar Extension, Shahdara"
360,2,1,Unfurnished,1,1550000,Ready_to_move,New_Property,Builder_Floor,6526,"Maujpur, Shahdara"
1350,4,3,Semi-Furnished,1,11300000,Ready_to_move,New_Property,Builder_Floor,6526,"Mansarowar Park, Shahdara"
850,3,2,Semi-Furnished,1,4500000,Ready_to_move,Resale,Builder_Floor,6526,"Gorakh Park West, Shahdara"
846,2,1,Unfurnished,1,3300000,Ready_to_move,New_Property,Apartment,3901,"Shivnam Apartment, Shahdara"
1300,4,3,Furnished,1,11500000,Ready_to_move,New_Property,Builder_Floor,3901,"Mansarowar Park, Shahdara"
900,3,2,Semi-Furnished,1,6000000,Almost_ready,New_Property,Builder_Floor,3901,"Ram Nagar Extension, Shahdara"
1050,3,2,Semi-Furnished,1,9000000,Ready_to_move,Resale,Apartment,3901,"Hans Apartments, Vishwas Nagar, Shahdara"
850,2,2,Furnished,1,4500000,Ready_to_move,Resale,Builder_Floor,3901,"Jyoti Colony, Shahdara"
1650,4,3,Furnished,1,14000000,Almost_ready,New_Property,Apartment,3901,Shahdara
1150,2,2,Semi-Furnished,1,7300000,Ready_to_move,Resale,Apartment,6347,"Ahinsha Vatika, Ram Nagar, Shahdara"
495.1394,1,1,Furnished,1,1900000,Ready_to_move,Resale,Builder_Floor,41304,Shahdara
1053,3,2,Furnished,4,7000000,Ready_to_move,Resale,Builder_Floor,41304,"Naveen Shahdara, Shahdara"
810,3,2,Semi-Furnished,1,6000000,Ready_to_move,Resale,Builder_Floor,,"Yamuna Vihar, Shahdara"
750,1,2,Semi-Furnished,1,6400000,Ready_to_move,Resale,Builder_Floor,,"Yamuna Vihar, Shahdara"
540,2,1,Furnished,1,2700000,Ready_to_move,New_Property,Apartment,5000,"Yamuna Vihar, Shahdara"
747,2,2,Furnished,1,6500000,Ready_to_move,Resale,Builder_Floor,8701,"Yamuna Vihar, Shahdara"
720,2,1,Unfurnished,1,4000000,Ready_to_move,Resale,Builder_Floor,5556,"Yamuna Vihar, Shahdara"
376.7365,1,1,Semi-Furnished,1,3000000,Ready_to_move,New_Property,Apartment,85715,"Yamuna Vihar, Shahdara"
1125,2,2,Unfurnished,1,5000000,Ready_to_move,Resale,Builder_Floor,4444,"Yamuna Vihar, Shahdara"
713,2,2,Semi-Furnished,1,6000000,Ready_to_move,New_Property,Builder_Floor,4444,"Yamuna Vihar, Shahdara"
360,1,1,Unfurnished,1,2500000,Ready_to_move,Resale,Builder_Floor,6944,"Yamuna Vihar, Shahdara"
900,2,2,Semi-Furnished,1,6500000,Ready_to_move,Resale,Apartment,7222,"Yamuna Vihar, Shahdara"
713,3,1,Unfurnished,1,8000000,Ready_to_move,Resale,Apartment,11220,"Yamuna Vihar, Shahdara"
504,2,1,Furnished,1,2700000,Ready_to_move,Resale,Builder_Floor,5357,"Yamuna Vihar, Shahdara"
70,1,2,Unfurnished,1,4500000,Ready_to_move,Resale,Apartment,5357,"Yamuna Vihar, Shahdara"
850,3,2,Furnished,1,5700000,Ready_to_move,Resale,Builder_Floor,6706,"Yamuna Vihar, Shahdara"
2430,4,3,Furnished,1,25000000,Ready_to_move,Resale,Builder_Floor,10288,"Yamuna Vihar, Shahdara"
2475,3,3,Furnished,1,70000000,Ready_to_move,Resale,Builder_Floor,28283,"Yamuna Vihar, Shahdara"
2970,7,4,Furnished,1,26500000,Ready_to_move,Resale,Builder_Floor,8923,"Yamuna Vihar, Shahdara"
2250,3,2,Furnished,1,18500000,Ready_to_move,Resale,Builder_Floor,8222,"Yamuna Vihar, Shahdara"
1500,5,3,Furnished,1,30000000,Ready_to_move,Resale,Builder_Floor,20000,"Yamuna Vihar, Shahdara"
1512,2,2,Furnished,1,22000000,Ready_to_move,Resale,Builder_Floor,14550,"Yamuna Vihar, Shahdara"
400,2,2,Furnished,1,9000000,Ready_to_move,Resale,Builder_Floor,14550,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar"
2160,3,3,Furnished,1,65000000,Ready_to_move,Resale,Builder_Floor,30093,"Yamuna Vihar, Shahdara"
630,3,2,Furnished,1,22500000,Ready_to_move,Resale,Builder_Floor,35714,"Yamuna Vihar, Shahdara"
324,6,3,Furnished,1,8700000,Ready_to_move,Resale,Builder_Floor,35714,"Yamuna Vihar, Shahdara"
720,6,5,Furnished,1,22000000,Ready_to_move,Resale,Builder_Floor,35714,"Yamuna Vihar, Shahdara"
675,4,2,Furnished,2,18500000,Ready_to_move,Resale,Builder_Floor,35714,"Yamuna Vihar, Shahdara"
700,2,1,Furnished,2,16000000,Ready_to_move,New_Property,Builder_Floor,22857,"Yamuna Vihar, Shahdara"
675,4,3,Furnished,2,16000000,Ready_to_move,Resale,Builder_Floor,22857,"Yamuna Vihar, Shahdara"
720,4,2,Furnished,2,9000000,Ready_to_move,Resale,Builder_Floor,12500,"Yamuna Vihar, Shahdara"
850,2,2,Furnished,1,4500000,Ready_to_move,Resale,Builder_Floor,12500,"Jyoti Colony, Shahdara"
801,3,2,Semi-Furnished,1,6000000,Ready_to_move,New_Property,Builder_Floor,,Laxmi Nagar
450,1,2,Unfurnished,1,2700000,Ready_to_move,Resale,Builder_Floor,,Laxmi Nagar
1000,3,2,Unfurnished,1,6500000,Ready_to_move,Resale,Apartment,,Laxmi Nagar
990,3,2,Unfurnished,1,4000000,Ready_to_move,Resale,Apartment,4040,Laxmi Nagar
420,2,1,Semi-Furnished,1,2600000,Ready_to_move,New_Property,Builder_Floor,4040,Laxmi Nagar
450,2,1,Semi-Furnished,1,3500000,Ready_to_move,Resale,Builder_Floor,7778,Laxmi Nagar
1000,2,2,Unfurnished,1,7500000,Ready_to_move,Resale,Apartment,7778,Laxmi Nagar
900,3,2,Semi-Furnished,1,7000000,Ready_to_move,Resale,Builder_Floor,7778,Laxmi Nagar
800,3,2,Semi-Furnished,1,4500000,Ready_to_move,New_Property,Builder_Floor,7778,Laxmi Nagar
720,3,3,Semi-Furnished,2,5500000,Ready_to_move,Resale,Builder_Floor,7778,Laxmi Nagar
450,2,1,Semi-Furnished,2,2700000,Ready_to_move,New_Property,Builder_Floor,7778,Laxmi Nagar
675,2,2,Furnished,2,2400000,Ready_to_move,Resale,Builder_Floor,32000,Laxmi Nagar
1700,4,3,Unfurnished,2,11500000,Ready_to_move,New_Property,Builder_Floor,32000,Laxmi Nagar
550,2,2,Unfurnished,2,3600000,Ready_to_move,New_Property,Builder_Floor,32000,"Guru Angad Nagar West, Laxmi Nagar"
387,1,2,Unfurnished,2,1700000,Ready_to_move,New_Property,Builder_Floor,32000,"Guru Angad Nagar West, Laxmi Nagar"
450,2,1,Unfurnished,2,2500000,Ready_to_move,Resale,Apartment,32000,"Lalita Park, Laxmi Nagar"
900,4,2,Furnished,1,6600000,Ready_to_move,Resale,Builder_Floor,32000,Laxmi Nagar
500,2,1,Semi-Furnished,1,3700000,Ready_to_move,Resale,Builder_Floor,32000,Laxmi Nagar
441,2,1,Unfurnished,1,3500000,Ready_to_move,Resale,Apartment,32000,"Krishan Kunj, Laxmi Nagar"
800,3,2,Semi-Furnished,1,5400000,Ready_to_move,Resale,Builder_Floor,32000,"Lalita Park, Laxmi Nagar"
450,2,2,Semi-Furnished,1,2550000,Ready_to_move,New_Property,Builder_Floor,5666,"Laxmi Nagar super area 450 sqft status Ready to Move floor 3 out of 4 floors transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property East Facing Property This Builder Floor Apartment at 3rd faces East & overlooks Main Road offering a beautiful view from the house. with airy interiors. The type of ownership is Freehold. The Builder Floor Apartment is newly constructed. Bank loans available from LIC Housing Finance, Kotak Mahindra Bank, Indiabulls. Flooring of type Marble covers maximum part of the house. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Sonia"
1000,3,3,Furnished,1,12500000,Ready_to_move,Resale,Builder_Floor,5666,"Laxmi Nagar carpet area 1000 sqft status Ready to Move floor 1 out of 4 floors transaction Resale furnishing Furnished bathroom 3 balcony 1 It's a 1st floor Builder Floor Apartment in a building of total 4 floors. The age of construction for this Builder Floor Apartment is between 10 to 15 years. The location has easy access to, Dena Bank (0 km ), Delhi Convent School (0 km ), DDA Market (0 km ) and Nirman Vihar Metro Station (2 km ). read more Contact Owner View Phone No. Share Feedback Owner Vipul Jain"
715,2,2,Unfurnished,1,5600000,Ready_to_move,Resale,Apartment,5666,Laxmi Nagar
600,2,2,Unfurnished,1,7000000,Ready_to_move,Resale,Builder_Floor,11667,Laxmi Nagar
540,2,1,Unfurnished,1,3500000,Ready_to_move,Resale,Builder_Floor,11667,Laxmi Nagar
312,4,4,Furnished,1,35000000,Ready_to_move,Resale,Apartment,112179,"Bank Enclave, Laxmi Nagar"
810,3,2,Semi-Furnished,1,9000000,Ready_to_move,Resale,Builder_Floor,11111,Laxmi Nagar
270,1,1,Semi-Furnished,1,2300000,Ready_to_move,Resale,Builder_Floor,11111,"Guru Angad Nagar West, Laxmi Nagar"
900,3,2,Semi-Furnished,1,6000000,Ready_to_move,Resale,Builder_Floor,11111,Laxmi Nagar
1000,3,2,Unfurnished,1,6000000,Ready_to_move,Resale,Apartment,11111,Laxmi Nagar
540,2,2,Semi-Furnished,1,2650000,Ready_to_move,New_Property,Builder_Floor,,Uttam Nagar
950,3,2,Furnished,1,4370000,Ready_to_move,New_Property,Apartment,4600,"Uttam Nagar Floors, Uttam Nagar"
1000,3,2,Unfurnished,1,4620000,Ready_to_move,New_Property,Apartment,4620,"Virat Residency, Dwarka Mor"
540,2,2,Semi-Furnished,1,3000000,Ready_to_move,New_Property,Apartment,5000,"Adarsh Homes, Dwarka Mor"
540,2,2,Semi-Furnished,1,3300000,Ready_to_move,New_Property,Apartment,6111,"Kushwaha Homes, Uttam Nagar"
1000,3,2,Semi-Furnished,1,5510000,Almost_ready,New_Property,Builder_Floor,6111,"Partap Homes, Bhagwati Vihar, Uttam Nagar"
500,2,2,Semi-Furnished,1,3200000,Ready_to_move,New_Property,Builder_Floor,6111,Dwarka Mor
540,2,2,Semi-Furnished,1,2600000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar West
780,3,2,Semi-Furnished,1,4000000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar
450,2,1,Semi-Furnished,1,1850000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar West
360,1,1,Semi-Furnished,1,1700000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar
900,3,2,Semi-Furnished,1,2800000,Ready_to_move,New_Property,Builder_Floor,6111,"SB Residency, Dwarka Mor"
495,2,2,Semi-Furnished,1,2150000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar West
1200,4,3,Semi-Furnished,1,6800000,Ready_to_move,New_Property,Builder_Floor,6111,"SB Residency, Dwarka Mor"
1000,3,2,Semi-Furnished,1,6200000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar
620,2,2,Semi-Furnished,1,3100000,Ready_to_move,New_Property,Builder_Floor,6111,Uttam Nagar
680,3,2,Semi-Furnished,1,3400000,Ready_to_move,New_Property,Builder_Floor,6111,Dwarka Mor
805,2,2,Unfurnished,1,4000000,Ready_to_move,Resale,Builder_Floor,6111,"Kiran Garden, Uttam Nagar"
729,2,2,Semi-Furnished,1,4800000,Ready_to_move,Resale,Builder_Floor,6584,"Mohan Garden, Razapur Khurd"
540,2,2,Semi-Furnished,1,2500000,Ready_to_move,New_Property,Builder_Floor,6584,Uttam Nagar
360,1,1,Semi-Furnished,1,2000000,Ready_to_move,New_Property,Builder_Floor,6584,Uttam Nagar
550,2,2,Semi-Furnished,1,1900000,Ready_to_move,New_Property,Builder_Floor,6584,Uttam Nagar West
1001,3,2,Furnished,1,5800000,Ready_to_move,New_Property,Builder_Floor,5794,"Mitya Homes, Dwarka Mor"
450,2,2,Unfurnished,1,2900000,Ready_to_move,Resale,Builder_Floor,5794,Dwarka Mor
550,2,1,Semi-Furnished,1,2000000,Ready_to_move,New_Property,Builder_Floor,5794,Uttam Nagar West
550,2,2,Semi-Furnished,1,2600000,Ready_to_move,New_Property,Builder_Floor,5794,"Uttam Nagar carpet area 550 sqft status Ready to Move transaction New Property furnishing Semi-Furnished facing East overlooking Main Road bathroom 2 balcony 1 ownership Freehold Newly Constructed Property Newly Constructed Property East Facing Property 2bhk fully furnished flats available for sale at uttam nagar, the flat is fully loaded, one singal wall texture in all bedrooms, modular kitchen, LED pannel in drawing room, wardrobes in bedroom read more Contact Agent View Phone No. Share Feedback Pranita Developers Pvt. Ltd. Certified Agent Trusted by Users Genuine Listings 100+ Buyers Served"
675,2,1,Unfurnished,1,2900000,Ready_to_move,Resale,Builder_Floor,5794,Uttam Nagar
585,2,2,Unfurnished,1,3200000,Ready_to_move,Resale,Builder_Floor,5794,Uttam Nagar
810,3,2,Semi-Furnished,1,5400000,Ready_to_move,Resale,Builder_Floor,5794,"New Uttam Nagar, Uttam Nagar"
765,3,2,Semi-Furnished,1,3800000,Ready_to_move,Resale,Builder_Floor,5794,Dwarka Mor
4688,5,4,Unfurnished,1,135000000,Almost_ready,New_Property,Apartment,28797,"The Leela Sky Villas, Patel Nagar"
3901,4,4,Unfurnished,1,93000000,Almost_ready,New_Property,Apartment,23840,"The Leela Sky Villas, Patel Nagar"
70,2,3,Furnished,1,8200000,Ready_to_move,New_Property,Builder_Floor,23840,"Patel Nagar South, Patel Nagar"
800,3,2,Unfurnished,1,8000000,Ready_to_move,Resale,Builder_Floor,23840,Patel Nagar West
900,3,2,Semi-Furnished,1,9500000,Ready_to_move,Resale,Builder_Floor,23840,Patel Nagar West
1680,4,5,Semi-Furnished,1,20000000,Ready_to_move,Resale,Builder_Floor,23840,Patel Nagar West
